"Facility ID","Measure ID","Value","Footnote","Start Date","End Date"
140210,MSPB-1,0.792017,,01/01/2024,12/31/2024
140211,MSPB-1,0.977366,,01/01/2024,12/31/2024
140213,MSPB-1,0.965354,,01/01/2024,12/31/2024
140217,MSPB-1,N/A,1,01/01/2024,12/31/2024
140223,MSPB-1,1.002316,,01/01/2024,12/31/2024
140224,MSPB-1,N/A,1,01/01/2024,12/31/2024
140228,MSPB-1,0.987034,,01/01/2024,12/31/2024
140231,MSPB-1,0.962707,,01/01/2024,12/31/2024
140233,MSPB-1,1.050304,,01/01/2024,12/31/2024
140239,MSPB-1,1.018758,,01/01/2024,12/31/2024
140242,MSPB-1,0.996855,,01/01/2024,12/31/2024
140251,MSPB-1,1.178441,,01/01/2024,12/31/2024
140252,MSPB-1,1.000450,,01/01/2024,12/31/2024
140258,MSPB-1,1.086602,29,01/01/2024,12/31/2024
140275,MSPB-1,1.114831,,01/01/2024,12/31/2024
140276,MSPB-1,0.982923,,01/01/2024,12/31/2024
140280,MSPB-1,1.025638,,01/01/2024,12/31/2024
140281,MSPB-1,0.939217,,01/01/2024,12/31/2024
140286,MSPB-1,1.000941,,01/01/2024,12/31/2024
140288,MSPB-1,0.982332,,01/01/2024,12/31/2024
140289,MSPB-1,1.032510,,01/01/2024,12/31/2024
140290,MSPB-1,1.053478,29,01/01/2024,12/31/2024
140291,MSPB-1,0.910254,,01/01/2024,12/31/2024
140292,MSPB-1,1.080110,,01/01/2024,12/31/2024
140294,MSPB-1,1.105507,,01/01/2024,12/31/2024
140300,MSPB-1,0.745267,,01/01/2024,12/31/2024
140304,MSPB-1,1.048982,,01/01/2024,12/31/2024
140308,MSPB-1,1.010873,,01/01/2024,12/31/2024
150001,MSPB-1,0.957953,,01/01/2024,12/31/2024
150002,MSPB-1,1.068517,,01/01/2024,12/31/2024
150005,MSPB-1,0.943164,,01/01/2024,12/31/2024
150006,MSPB-1,1.032410,,01/01/2024,12/31/2024
150007,MSPB-1,0.986364,,01/01/2024,12/31/2024
150008,MSPB-1,1.095571,,01/01/2024,12/31/2024
150009,MSPB-1,1.091030,,01/01/2024,12/31/2024
150010,MSPB-1,0.961401,29,01/01/2024,12/31/2024
150011,MSPB-1,0.984683,,01/01/2024,12/31/2024
150012,MSPB-1,0.960305,,01/01/2024,12/31/2024
150015,MSPB-1,0.990924,,01/01/2024,12/31/2024
150017,MSPB-1,1.067440,,01/01/2024,12/31/2024
150018,MSPB-1,0.980787,,01/01/2024,12/31/2024
150021,MSPB-1,0.996456,,01/01/2024,12/31/2024
150022,MSPB-1,1.033914,,01/01/2024,12/31/2024
150023,MSPB-1,1.012329,,01/01/2024,12/31/2024
150024,MSPB-1,0.982157,,01/01/2024,12/31/2024
150026,MSPB-1,1.004923,,01/01/2024,12/31/2024
150030,MSPB-1,1.062366,,01/01/2024,12/31/2024
150034,MSPB-1,1.039136,,01/01/2024,12/31/2024
150035,MSPB-1,1.048265,,01/01/2024,12/31/2024
150037,MSPB-1,1.030615,,01/01/2024,12/31/2024
150042,MSPB-1,1.161943,,01/01/2024,12/31/2024
150044,MSPB-1,1.126540,,01/01/2024,12/31/2024
150045,MSPB-1,0.918473,,01/01/2024,12/31/2024
150046,MSPB-1,1.024266,,01/01/2024,12/31/2024
150047,MSPB-1,1.162167,,01/01/2024,12/31/2024
150048,MSPB-1,0.991366,,01/01/2024,12/31/2024
150051,MSPB-1,1.063272,,01/01/2024,12/31/2024
150056,MSPB-1,1.047433,,01/01/2024,12/31/2024
150057,MSPB-1,0.929744,,01/01/2024,12/31/2024
150058,MSPB-1,0.971175,,01/01/2024,12/31/2024
150059,MSPB-1,1.031586,,01/01/2024,12/31/2024
150061,MSPB-1,1.068005,,01/01/2024,12/31/2024
150065,MSPB-1,1.023333,,01/01/2024,12/31/2024
150069,MSPB-1,1.008055,,01/01/2024,12/31/2024
150072,MSPB-1,1.154181,,01/01/2024,12/31/2024
150074,MSPB-1,1.040787,,01/01/2024,12/31/2024
150075,MSPB-1,0.947878,,01/01/2024,12/31/2024
150076,MSPB-1,0.951976,,01/01/2024,12/31/2024
150082,MSPB-1,1.052481,,01/01/2024,12/31/2024
150084,MSPB-1,1.035420,29,01/01/2024,12/31/2024
150086,MSPB-1,1.041204,,01/01/2024,12/31/2024
150088,MSPB-1,0.951674,29,01/01/2024,12/31/2024
150089,MSPB-1,1.009218,,01/01/2024,12/31/2024
150090,MSPB-1,1.073695,,01/01/2024,12/31/2024
150091,MSPB-1,0.897203,,01/01/2024,12/31/2024
150097,MSPB-1,1.011235,,01/01/2024,12/31/2024
150100,MSPB-1,0.986561,29,01/01/2024,12/31/2024
150101,MSPB-1,0.891258,,01/01/2024,12/31/2024
150102,MSPB-1,1.079863,,01/01/2024,12/31/2024
150104,MSPB-1,0.960027,,01/01/2024,12/31/2024
150109,MSPB-1,1.034811,,01/01/2024,12/31/2024
150112,MSPB-1,0.970005,,01/01/2024,12/31/2024
150113,MSPB-1,1.010071,,01/01/2024,12/31/2024
150115,MSPB-1,0.988817,,01/01/2024,12/31/2024
150125,MSPB-1,1.102492,,01/01/2024,12/31/2024
150126,MSPB-1,1.011486,,01/01/2024,12/31/2024
150128,MSPB-1,1.091020,,01/01/2024,12/31/2024
150133,MSPB-1,0.966113,,01/01/2024,12/31/2024
150146,MSPB-1,0.898988,,01/01/2024,12/31/2024
150149,MSPB-1,N/A,1,01/01/2024,12/31/2024
150150,MSPB-1,1.038492,,01/01/2024,12/31/2024
150153,MSPB-1,0.969818,29,01/01/2024,12/31/2024
150157,MSPB-1,0.967197,29,01/01/2024,12/31/2024
150158,MSPB-1,0.974426,,01/01/2024,12/31/2024
150160,MSPB-1,0.940387,,01/01/2024,12/31/2024
150161,MSPB-1,1.027183,,01/01/2024,12/31/2024
150162,MSPB-1,0.989625,,01/01/2024,12/31/2024
150165,MSPB-1,0.994252,,01/01/2024,12/31/2024
150166,MSPB-1,1.056032,,01/01/2024,12/31/2024
150167,MSPB-1,0.904909,,01/01/2024,12/31/2024
150168,MSPB-1,0.979390,,01/01/2024,12/31/2024
150169,MSPB-1,1.055580,,01/01/2024,12/31/2024
150172,MSPB-1,0.968045,,01/01/2024,12/31/2024
150173,MSPB-1,0.994156,,01/01/2024,12/31/2024
150177,MSPB-1,0.902486,,01/01/2024,12/31/2024
150179,MSPB-1,0.989968,,01/01/2024,12/31/2024
150181,MSPB-1,0.996421,29,01/01/2024,12/31/2024
150183,MSPB-1,0.912321,,01/01/2024,12/31/2024
150193,MSPB-1,1.028535,,01/01/2024,12/31/2024
150195,MSPB-1,N/A,1,01/01/2024,12/31/2024
160001,MSPB-1,0.842660,,01/01/2024,12/31/2024
160013,MSPB-1,0.931569,,01/01/2024,12/31/2024
160016,MSPB-1,0.928737,,01/01/2024,12/31/2024
160028,MSPB-1,0.974490,,01/01/2024,12/31/2024
160029,MSPB-1,0.992354,,01/01/2024,12/31/2024
160030,MSPB-1,0.951573,,01/01/2024,12/31/2024
160032,MSPB-1,0.989120,,01/01/2024,12/31/2024
160033,MSPB-1,0.960323,,01/01/2024,12/31/2024
160040,MSPB-1,0.919827,,01/01/2024,12/31/2024
160045,MSPB-1,0.948527,,01/01/2024,12/31/2024
160047,MSPB-1,0.952059,,01/01/2024,12/31/2024
160057,MSPB-1,0.932672,,01/01/2024,12/31/2024
160058,MSPB-1,1.046133,,01/01/2024,12/31/2024
160064,MSPB-1,0.956101,,01/01/2024,12/31/2024
160067,MSPB-1,0.885410,,01/01/2024,12/31/2024
160069,MSPB-1,0.930890,,01/01/2024,12/31/2024
160079,MSPB-1,0.952823,,01/01/2024,12/31/2024
160080,MSPB-1,0.859651,,01/01/2024,12/31/2024
160082,MSPB-1,0.966236,,01/01/2024,12/31/2024
160083,MSPB-1,1.014155,,01/01/2024,12/31/2024
160089,MSPB-1,0.999212,,01/01/2024,12/31/2024
160101,MSPB-1,0.977170,,01/01/2024,12/31/2024
160104,MSPB-1,0.950290,,01/01/2024,12/31/2024
160110,MSPB-1,0.926845,,01/01/2024,12/31/2024
160112,MSPB-1,0.900630,,01/01/2024,12/31/2024
160117,MSPB-1,0.895758,,01/01/2024,12/31/2024
160124,MSPB-1,0.880896,,01/01/2024,12/31/2024
160146,MSPB-1,0.952430,,01/01/2024,12/31/2024
160147,MSPB-1,0.890943,,01/01/2024,12/31/2024
160153,MSPB-1,0.980783,,01/01/2024,12/31/2024
170006,MSPB-1,N/A,1,01/01/2024,12/31/2024
170009,MSPB-1,0.875432,,01/01/2024,12/31/2024
170012,MSPB-1,1.046847,,01/01/2024,12/31/2024
170013,MSPB-1,1.047169,,01/01/2024,12/31/2024
170014,MSPB-1,0.943492,,01/01/2024,12/31/2024
170016,MSPB-1,0.981631,,01/01/2024,12/31/2024
170017,MSPB-1,0.844101,,01/01/2024,12/31/2024
170020,MSPB-1,0.953334,,01/01/2024,12/31/2024
170023,MSPB-1,1.029577,,01/01/2024,12/31/2024
170027,MSPB-1,0.946055,,01/01/2024,12/31/2024
170040,MSPB-1,0.989543,,01/01/2024,12/31/2024
170049,MSPB-1,1.004910,,01/01/2024,12/31/2024
170068,MSPB-1,0.922332,,01/01/2024,12/31/2024
170074,MSPB-1,0.820573,,01/01/2024,12/31/2024
170086,MSPB-1,1.058749,,01/01/2024,12/31/2024
170103,MSPB-1,1.007354,,01/01/2024,12/31/2024
170104,MSPB-1,0.991558,,01/01/2024,12/31/2024
170105,MSPB-1,0.922998,,01/01/2024,12/31/2024
170109,MSPB-1,0.859801,,01/01/2024,12/31/2024
170120,MSPB-1,0.899819,,01/01/2024,12/31/2024
170122,MSPB-1,0.957215,29,01/01/2024,12/31/2024
170123,MSPB-1,1.015080,,01/01/2024,12/31/2024
170137,MSPB-1,0.916096,,01/01/2024,12/31/2024
170142,MSPB-1,0.944903,29,01/01/2024,12/31/2024
170146,MSPB-1,0.972506,,01/01/2024,12/31/2024
170175,MSPB-1,0.951983,,01/01/2024,12/31/2024
170176,MSPB-1,1.034558,,01/01/2024,12/31/2024
170182,MSPB-1,1.017879,,01/01/2024,12/31/2024
170183,MSPB-1,0.984250,,01/01/2024,12/31/2024
170185,MSPB-1,1.059695,,01/01/2024,12/31/2024
170186,MSPB-1,1.017918,,01/01/2024,12/31/2024
170187,MSPB-1,0.851187,,01/01/2024,12/31/2024
170188,MSPB-1,0.795674,,01/01/2024,12/31/2024
170190,MSPB-1,0.957856,,01/01/2024,12/31/2024
170191,MSPB-1,0.971477,,01/01/2024,12/31/2024
170194,MSPB-1,0.971081,,01/01/2024,12/31/2024
170196,MSPB-1,0.968191,,01/01/2024,12/31/2024
170197,MSPB-1,1.029478,,01/01/2024,12/31/2024
170198,MSPB-1,0.914447,,01/01/2024,12/31/2024
170199,MSPB-1,N/A,1,01/01/2024,12/31/2024
170200,MSPB-1,0.987142,29,01/01/2024,12/31/2024
170203,MSPB-1,0.995138,,01/01/2024,12/31/2024
170204,MSPB-1,0.981952,,01/01/2024,12/31/2024
170208,MSPB-1,0.989080,,01/01/2024,12/31/2024
180001,MSPB-1,1.087093,,01/01/2024,12/31/2024
180002,MSPB-1,0.913781,,01/01/2024,12/31/2024
180004,MSPB-1,0.920115,,01/01/2024,12/31/2024
180005,MSPB-1,1.051051,,01/01/2024,12/31/2024
180009,MSPB-1,0.997560,,01/01/2024,12/31/2024
180010,MSPB-1,1.003900,,01/01/2024,12/31/2024
180011,MSPB-1,0.931238,,01/01/2024,12/31/2024
180012,MSPB-1,1.031807,,01/01/2024,12/31/2024
180013,MSPB-1,1.063542,,01/01/2024,12/31/2024
180016,MSPB-1,0.919553,,01/01/2024,12/31/2024
180017,MSPB-1,1.064118,,01/01/2024,12/31/2024
180018,MSPB-1,0.916925,,01/01/2024,12/31/2024
180019,MSPB-1,1.101810,,01/01/2024,12/31/2024
180020,MSPB-1,1.085355,,01/01/2024,12/31/2024
180024,MSPB-1,0.832557,,01/01/2024,12/31/2024
180025,MSPB-1,0.868753,,01/01/2024,12/31/2024
180027,MSPB-1,1.016260,,01/01/2024,12/31/2024
180029,MSPB-1,1.062005,,01/01/2024,12/31/2024
180035,MSPB-1,1.044612,,01/01/2024,12/31/2024
180038,MSPB-1,0.974733,,01/01/2024,12/31/2024
180040,MSPB-1,1.013563,,01/01/2024,12/31/2024
180043,MSPB-1,0.967746,,01/01/2024,12/31/2024
180044,MSPB-1,0.947487,,01/01/2024,12/31/2024
180045,MSPB-1,1.026634,,01/01/2024,12/31/2024
180046,MSPB-1,1.217228,,01/01/2024,12/31/2024
180048,MSPB-1,1.065384,,01/01/2024,12/31/2024
180049,MSPB-1,1.019479,,01/01/2024,12/31/2024
180050,MSPB-1,0.953841,,01/01/2024,12/31/2024
180051,MSPB-1,1.049135,,01/01/2024,12/31/2024
180056,MSPB-1,1.034031,,01/01/2024,12/31/2024
180064,MSPB-1,1.022850,,01/01/2024,12/31/2024
180066,MSPB-1,0.921779,,01/01/2024,12/31/2024
180067,MSPB-1,1.022210,,01/01/2024,12/31/2024
180069,MSPB-1,0.810371,,01/01/2024,12/31/2024
180070,MSPB-1,1.047189,,01/01/2024,12/31/2024
180078,MSPB-1,0.960086,,01/01/2024,12/31/2024
180079,MSPB-1,0.947558,,01/01/2024,12/31/2024
180080,MSPB-1,0.996585,,01/01/2024,12/31/2024
180087,MSPB-1,1.090370,,01/01/2024,12/31/2024
180088,MSPB-1,1.000000,,01/01/2024,12/31/2024
180092,MSPB-1,1.009675,,01/01/2024,12/31/2024
180093,MSPB-1,1.040692,,01/01/2024,12/31/2024
180101,MSPB-1,0.957718,,01/01/2024,12/31/2024
180102,MSPB-1,1.033691,,01/01/2024,12/31/2024
180103,MSPB-1,1.086671,,01/01/2024,12/31/2024
180104,MSPB-1,1.023696,,01/01/2024,12/31/2024
180105,MSPB-1,0.921150,,01/01/2024,12/31/2024
180115,MSPB-1,0.997795,,01/01/2024,12/31/2024
180116,MSPB-1,1.064108,,01/01/2024,12/31/2024
180124,MSPB-1,1.080362,,01/01/2024,12/31/2024
180127,MSPB-1,0.942298,,01/01/2024,12/31/2024
180128,MSPB-1,0.878389,,01/01/2024,12/31/2024
180130,MSPB-1,1.021216,,01/01/2024,12/31/2024
180132,MSPB-1,1.032694,,01/01/2024,12/31/2024
180138,MSPB-1,1.012127,,01/01/2024,12/31/2024
180141,MSPB-1,1.130187,,01/01/2024,12/31/2024
180143,MSPB-1,0.942987,,01/01/2024,12/31/2024
180149,MSPB-1,0.941620,,01/01/2024,12/31/2024
180154,MSPB-1,1.330161,,01/01/2024,12/31/2024
190002,MSPB-1,1.018286,,01/01/2024,12/31/2024
190004,MSPB-1,1.041451,,01/01/2024,12/31/2024
190005,MSPB-1,1.023748,,01/01/2024,12/31/2024
190006,MSPB-1,1.027233,,01/01/2024,12/31/2024
190007,MSPB-1,1.112128,,01/01/2024,12/31/2024
190008,MSPB-1,1.040940,,01/01/2024,12/31/2024
190011,MSPB-1,1.120959,,01/01/2024,12/31/2024
190013,MSPB-1,1.031806,,01/01/2024,12/31/2024
190014,MSPB-1,1.157492,,01/01/2024,12/31/2024
190015,MSPB-1,1.151274,,01/01/2024,12/31/2024
190017,MSPB-1,1.027405,,01/01/2024,12/31/2024
190019,MSPB-1,1.062823,,01/01/2024,12/31/2024
190020,MSPB-1,1.101391,,01/01/2024,12/31/2024
190025,MSPB-1,1.249370,,01/01/2024,12/31/2024
190026,MSPB-1,1.073397,,01/01/2024,12/31/2024
190027,MSPB-1,1.051027,,01/01/2024,12/31/2024
190034,MSPB-1,1.016363,,01/01/2024,12/31/2024
190036,MSPB-1,0.993528,,01/01/2024,12/31/2024
190039,MSPB-1,1.102440,,01/01/2024,12/31/2024
190040,MSPB-1,0.981299,,01/01/2024,12/31/2024
190041,MSPB-1,1.064323,,01/01/2024,12/31/2024
190044,MSPB-1,1.089327,,01/01/2024,12/31/2024
190045,MSPB-1,1.011224,,01/01/2024,12/31/2024
190046,MSPB-1,0.964579,,01/01/2024,12/31/2024
190050,MSPB-1,1.230267,,01/01/2024,12/31/2024
190053,MSPB-1,1.094351,,01/01/2024,12/31/2024
190054,MSPB-1,0.988577,,01/01/2024,12/31/2024
190060,MSPB-1,1.021355,,01/01/2024,12/31/2024
190064,MSPB-1,1.024320,,01/01/2024,12/31/2024
190065,MSPB-1,0.981454,,01/01/2024,12/31/2024
190079,MSPB-1,0.822689,,01/01/2024,12/31/2024
190086,MSPB-1,1.318171,,01/01/2024,12/31/2024
190088,MSPB-1,0.982254,,01/01/2024,12/31/2024
190090,MSPB-1,1.229774,,01/01/2024,12/31/2024
190098,MSPB-1,1.161658,,01/01/2024,12/31/2024
190099,MSPB-1,1.217623,,01/01/2024,12/31/2024
190102,MSPB-1,1.036215,,01/01/2024,12/31/2024
190106,MSPB-1,1.039446,,01/01/2024,12/31/2024
190111,MSPB-1,1.174327,,01/01/2024,12/31/2024
190114,MSPB-1,1.015290,,01/01/2024,12/31/2024
190116,MSPB-1,1.164582,,01/01/2024,12/31/2024
190118,MSPB-1,1.015512,,01/01/2024,12/31/2024
190125,MSPB-1,1.076966,,01/01/2024,12/31/2024
190128,MSPB-1,1.062380,,01/01/2024,12/31/2024
190133,MSPB-1,1.034500,,01/01/2024,12/31/2024
190140,MSPB-1,1.182746,,01/01/2024,12/31/2024
190144,MSPB-1,1.137362,,01/01/2024,12/31/2024
190145,MSPB-1,1.103113,,01/01/2024,12/31/2024
190151,MSPB-1,1.110487,,01/01/2024,12/31/2024
190160,MSPB-1,1.075396,,01/01/2024,12/31/2024
190164,MSPB-1,1.256113,,01/01/2024,12/31/2024
190167,MSPB-1,1.178896,,01/01/2024,12/31/2024
190176,MSPB-1,1.055763,,01/01/2024,12/31/2024
190183,MSPB-1,0.910819,,01/01/2024,12/31/2024
190184,MSPB-1,0.963678,,01/01/2024,12/31/2024
190190,MSPB-1,1.104205,,01/01/2024,12/31/2024
190201,MSPB-1,0.958134,,01/01/2024,12/31/2024
190202,MSPB-1,0.989483,,01/01/2024,12/31/2024
190208,MSPB-1,0.927150,,01/01/2024,12/31/2024
190218,MSPB-1,1.085986,,01/01/2024,12/31/2024
190241,MSPB-1,N/A,1,01/01/2024,12/31/2024
190245,MSPB-1,1.180472,,01/01/2024,12/31/2024
190251,MSPB-1,0.875421,,01/01/2024,12/31/2024
190255,MSPB-1,0.876485,,01/01/2024,12/31/2024
190256,MSPB-1,0.901466,,01/01/2024,12/31/2024
190259,MSPB-1,1.018753,,01/01/2024,12/31/2024
190266,MSPB-1,0.991258,,01/01/2024,12/31/2024
190267,MSPB-1,0.956326,,01/01/2024,12/31/2024
190270,MSPB-1,0.899815,,01/01/2024,12/31/2024
190274,MSPB-1,0.942584,,01/01/2024,12/31/2024
190278,MSPB-1,1.024057,,01/01/2024,12/31/2024
190298,MSPB-1,1.134198,,01/01/2024,12/31/2024
190300,MSPB-1,1.018291,,01/01/2024,12/31/2024
190302,MSPB-1,N/A,1,01/01/2024,12/31/2024
190303,MSPB-1,0.962172,,01/01/2024,12/31/2024
190308,MSPB-1,0.806961,,01/01/2024,12/31/2024
190312,MSPB-1,1.221631,,01/01/2024,12/31/2024
190313,MSPB-1,1.052783,,01/01/2024,12/31/2024
190316,MSPB-1,1.013875,,01/01/2024,12/31/2024
190317,MSPB-1,N/A,1,01/01/2024,12/31/2024
190318,MSPB-1,1.164394,,01/01/2024,12/31/2024
190319,MSPB-1,N/A,1,01/01/2024,12/31/2024
200001,MSPB-1,0.921563,,01/01/2024,12/31/2024
200008,MSPB-1,1.003353,,01/01/2024,12/31/2024
200009,MSPB-1,1.019242,,01/01/2024,12/31/2024
200018,MSPB-1,0.862094,,01/01/2024,12/31/2024
200020,MSPB-1,0.950310,,01/01/2024,12/31/2024
200021,MSPB-1,0.901400,,01/01/2024,12/31/2024
200024,MSPB-1,1.022442,,01/01/2024,12/31/2024
200031,MSPB-1,0.843229,,01/01/2024,12/31/2024
200033,MSPB-1,0.987099,,01/01/2024,12/31/2024
200034,MSPB-1,0.967486,,01/01/2024,12/31/2024
200039,MSPB-1,0.919675,,01/01/2024,12/31/2024
200050,MSPB-1,0.872498,,01/01/2024,12/31/2024
200063,MSPB-1,0.923469,,01/01/2024,12/31/2024
220001,MSPB-1,1.037517,,01/01/2024,12/31/2024
220002,MSPB-1,0.978421,,01/01/2024,12/31/2024
220008,MSPB-1,0.965767,,01/01/2024,12/31/2024
220010,MSPB-1,1.070401,,01/01/2024,12/31/2024
220011,MSPB-1,0.993154,,01/01/2024,12/31/2024
220012,MSPB-1,0.971515,,01/01/2024,12/31/2024
220015,MSPB-1,0.924830,,01/01/2024,12/31/2024
220016,MSPB-1,0.922159,,01/01/2024,12/31/2024
220017,MSPB-1,0.896547,,01/01/2024,12/31/2024
220019,MSPB-1,0.966244,,01/01/2024,12/31/2024
220020,MSPB-1,0.979880,,01/01/2024,12/31/2024
220024,MSPB-1,0.973308,,01/01/2024,12/31/2024
220029,MSPB-1,0.971586,,01/01/2024,12/31/2024
220030,MSPB-1,0.990238,,01/01/2024,12/31/2024
220031,MSPB-1,0.997617,,01/01/2024,12/31/2024
220033,MSPB-1,0.979137,,01/01/2024,12/31/2024
220035,MSPB-1,0.909275,,01/01/2024,12/31/2024
220036,MSPB-1,1.055685,,01/01/2024,12/31/2024
220046,MSPB-1,1.018302,,01/01/2024,12/31/2024
220049,MSPB-1,0.967926,,01/01/2024,12/31/2024
220052,MSPB-1,1.012801,,01/01/2024,12/31/2024
220060,MSPB-1,0.955884,,01/01/2024,12/31/2024
220062,MSPB-1,0.930205,,01/01/2024,12/31/2024
220063,MSPB-1,0.984423,,01/01/2024,12/31/2024
220065,MSPB-1,0.961482,,01/01/2024,12/31/2024
220066,MSPB-1,1.011414,,01/01/2024,12/31/2024
220070,MSPB-1,0.995211,,01/01/2024,12/31/2024
220071,MSPB-1,0.984602,,01/01/2024,12/31/2024
220073,MSPB-1,1.013563,,01/01/2024,12/31/2024
220074,MSPB-1,1.018252,,01/01/2024,12/31/2024
220075,MSPB-1,0.962175,,01/01/2024,12/31/2024
220077,MSPB-1,1.029238,,01/01/2024,12/31/2024
220080,MSPB-1,1.070456,,01/01/2024,12/31/2024
220083,MSPB-1,0.888250,,01/01/2024,12/31/2024
220084,MSPB-1,1.013418,,01/01/2024,12/31/2024
220086,MSPB-1,0.976327,,01/01/2024,12/31/2024
220088,MSPB-1,0.912203,,01/01/2024,12/31/2024
220090,MSPB-1,0.967299,,01/01/2024,12/31/2024
220095,MSPB-1,1.082830,,01/01/2024,12/31/2024
220098,MSPB-1,0.919760,,01/01/2024,12/31/2024
220100,MSPB-1,0.990870,,01/01/2024,12/31/2024
220101,MSPB-1,0.881828,,01/01/2024,12/31/2024
220105,MSPB-1,0.926927,,01/01/2024,12/31/2024
220108,MSPB-1,0.924347,,01/01/2024,12/31/2024
220110,MSPB-1,1.004007,,01/01/2024,12/31/2024
220111,MSPB-1,0.995024,,01/01/2024,12/31/2024
220116,MSPB-1,1.028367,,01/01/2024,12/31/2024
220119,MSPB-1,0.896377,,01/01/2024,12/31/2024
220135,MSPB-1,0.987682,,01/01/2024,12/31/2024
220163,MSPB-1,1.024444,,01/01/2024,12/31/2024
220171,MSPB-1,0.974223,,01/01/2024,12/31/2024
220175,MSPB-1,1.040741,,01/01/2024,12/31/2024
220176,MSPB-1,1.001418,,01/01/2024,12/31/2024
220177,MSPB-1,0.761877,,01/01/2024,12/31/2024
230002,MSPB-1,0.959380,,01/01/2024,12/31/2024
230003,MSPB-1,0.860883,,01/01/2024,12/31/2024
230005,MSPB-1,0.908797,,01/01/2024,12/31/2024
230015,MSPB-1,0.991267,,01/01/2024,12/31/2024
230017,MSPB-1,0.950262,,01/01/2024,12/31/2024
230019,MSPB-1,0.951633,29,01/01/2024,12/31/2024
230020,MSPB-1,1.046278,,01/01/2024,12/31/2024
230021,MSPB-1,0.932376,,01/01/2024,12/31/2024
230022,MSPB-1,0.911250,,01/01/2024,12/31/2024
230024,MSPB-1,1.027406,,01/01/2024,12/31/2024
230029,MSPB-1,0.987931,,01/01/2024,12/31/2024
230030,MSPB-1,0.926580,,01/01/2024,12/31/2024
230031,MSPB-1,0.880638,,01/01/2024,12/31/2024
230035,MSPB-1,0.883209,,01/01/2024,12/31/2024
230036,MSPB-1,0.968986,,01/01/2024,12/31/2024
230037,MSPB-1,0.870747,,01/01/2024,12/31/2024
230038,MSPB-1,0.958267,,01/01/2024,12/31/2024
230041,MSPB-1,1.013482,,01/01/2024,12/31/2024
230046,MSPB-1,0.912038,,01/01/2024,12/31/2024
230047,MSPB-1,0.971366,,01/01/2024,12/31/2024
230053,MSPB-1,0.958484,,01/01/2024,12/31/2024
230054,MSPB-1,1.010851,,01/01/2024,12/31/2024
230055,MSPB-1,0.961637,,01/01/2024,12/31/2024
230058,MSPB-1,0.860551,,01/01/2024,12/31/2024
230059,MSPB-1,0.915109,,01/01/2024,12/31/2024
230066,MSPB-1,0.923335,,01/01/2024,12/31/2024
230069,MSPB-1,0.884180,,01/01/2024,12/31/2024
230070,MSPB-1,1.041889,,01/01/2024,12/31/2024
230071,MSPB-1,1.007332,,01/01/2024,12/31/2024
230072,MSPB-1,0.867623,,01/01/2024,12/31/2024
230075,MSPB-1,0.939858,,01/01/2024,12/31/2024
230077,MSPB-1,1.013617,29,01/01/2024,12/31/2024
230078,MSPB-1,N/A,1,01/01/2024,12/31/2024
230080,MSPB-1,0.846730,,01/01/2024,12/31/2024
230081,MSPB-1,0.822984,,01/01/2024,12/31/2024
230085,MSPB-1,0.844322,,01/01/2024,12/31/2024
230089,MSPB-1,0.921881,,01/01/2024,12/31/2024
230092,MSPB-1,0.925970,,01/01/2024,12/31/2024
230093,MSPB-1,0.858450,,01/01/2024,12/31/2024
230095,MSPB-1,0.941942,,01/01/2024,12/31/2024
230097,MSPB-1,0.911547,,01/01/2024,12/31/2024
230099,MSPB-1,1.018294,,01/01/2024,12/31/2024
230100,MSPB-1,0.911598,29,01/01/2024,12/31/2024
230104,MSPB-1,0.945493,,01/01/2024,12/31/2024
230105,MSPB-1,0.926117,,01/01/2024,12/31/2024
230108,MSPB-1,0.770239,,01/01/2024,12/31/2024
230110,MSPB-1,0.833156,,01/01/2024,12/31/2024
230117,MSPB-1,0.977520,29,01/01/2024,12/31/2024
230121,MSPB-1,0.896397,,01/01/2024,12/31/2024
230130,MSPB-1,0.999033,,01/01/2024,12/31/2024
230132,MSPB-1,0.962788,,01/01/2024,12/31/2024
230133,MSPB-1,0.897188,,01/01/2024,12/31/2024
230141,MSPB-1,1.001262,,01/01/2024,12/31/2024
230142,MSPB-1,1.025017,,01/01/2024,12/31/2024
230144,MSPB-1,N/A,1,01/01/2024,12/31/2024
230146,MSPB-1,1.040553,,01/01/2024,12/31/2024
230151,MSPB-1,1.012761,,01/01/2024,12/31/2024
230156,MSPB-1,0.923509,,01/01/2024,12/31/2024
230165,MSPB-1,0.959056,29,01/01/2024,12/31/2024
230167,MSPB-1,0.917051,,01/01/2024,12/31/2024
230174,MSPB-1,0.835606,,01/01/2024,12/31/2024
230176,MSPB-1,1.008367,,01/01/2024,12/31/2024
230180,MSPB-1,0.870224,,01/01/2024,12/31/2024
230193,MSPB-1,0.941886,,01/01/2024,12/31/2024
230195,MSPB-1,0.987828,29,01/01/2024,12/31/2024
230197,MSPB-1,0.943758,29,01/01/2024,12/31/2024
230207,MSPB-1,1.038696,,01/01/2024,12/31/2024
230208,MSPB-1,0.927207,,01/01/2024,12/31/2024
230216,MSPB-1,0.944688,,01/01/2024,12/31/2024
230217,MSPB-1,0.869573,,01/01/2024,12/31/2024
230222,MSPB-1,0.958994,,01/01/2024,12/31/2024
230227,MSPB-1,1.016001,,01/01/2024,12/31/2024
230230,MSPB-1,0.976233,,01/01/2024,12/31/2024
